Raw ADC: 1075816678, Delta ADC: 0
Raw ADC: 1080311703, Delta ADC: 118932
Raw ADC: 1080337490, Delta ADC: 25787
Raw ADC: 1080333826, Delta ADC: 4294963631
Raw ADC: 1080340168, Delta ADC: 6342
Raw ADC: 1080335517, Delta ADC: 4294962644
Raw ADC: 1080335658, Delta ADC: 141
Raw ADC: 1080364123, Delta ADC: 28465
Raw ADC: 1080374269, Delta ADC: 10146
Raw ADC: 1080389488, Delta ADC: 15219
Raw ADC: 1080421757, Delta ADC: 32269
Raw ADC: 1080429225, Delta ADC: 7468
Raw ADC: 1080433030, Delta ADC: 3805
Raw ADC: 1080438667, Delta ADC: 5637
Raw ADC: 1080467554, Delta ADC: 28887
Raw ADC: 1080468118, Delta ADC: 564
Raw ADC: 1080429366, Delta ADC: 4294928543
Raw ADC: 1080579581, Delta ADC: 150215
Raw ADC: 1080561403, Delta ADC: 4294949117
Raw ADC: 1080553230, Delta ADC: 4294959122
Raw ADC: 1080535052, Delta ADC: 4294949117
Raw ADC: 1080534066, Delta ADC: 4294966309
Raw ADC: 1080519692, Delta ADC: 4294952921
Raw ADC: 1080510392, Delta ADC: 4294957995
Raw ADC: 1080508701, Delta ADC: 4294965604
Raw ADC: 1080526456, Delta ADC: 17755
Raw ADC: 1080527443, Delta ADC: 987
Raw ADC: 1080524202, Delta ADC: 4294964054
Raw ADC: 1080526738, Delta ADC: 2536
Raw ADC: 1080542098, Delta ADC: 15360
Raw ADC: 1080547171, Delta ADC: 5073
Raw ADC: 1080563517, Delta ADC: 16346
Raw ADC: 1080593813, Delta ADC: 30296
Raw ADC: 1080626364, Delta ADC: 32551
Raw ADC: 1080650602, Delta ADC: 24238
Raw ADC: 1080671598, Delta ADC: 20996
Raw ADC: 1080690058, Delta ADC: 18460
Raw ADC: 1080701472, Delta ADC: 11414
Raw ADC: 1080701049, Delta ADC: 4294966872
Raw ADC: 1080686535, Delta ADC: 4294952781
Raw ADC: 1080682730, Delta ADC: 4294963490
Raw ADC: 1080665398, Delta ADC: 4294949963
Raw ADC: 1080660325, Delta ADC: 4294962222
Raw ADC: 1080649615, Delta ADC: 4294956585
Raw ADC: 1080636792, Delta ADC: 4294954472
Raw ADC: 1080636933, Delta ADC: 141
Raw ADC: 1080638906, Delta ADC: 1973
Raw ADC: 1080638201, Delta ADC: 4294966590
Raw ADC: 1080634960, Delta ADC: 4294964054
Raw ADC: 1080652856, Delta ADC: 17896
Raw ADC: 1080651165, Delta ADC: 4294965604
Raw ADC: 1080654406, Delta ADC: 3241
Raw ADC: 1080667511, Delta ADC: 13105
Raw ADC: 1080669202, Delta ADC: 1691
Raw ADC: 1080677516, Delta ADC: 8314
Raw ADC: 1080689494, Delta ADC: 11978
Raw ADC: 1080700767, Delta ADC: 11273
Raw ADC: 1080704854, Delta ADC: 4087
Raw ADC: 1080713731, Delta ADC: 8877
Raw ADC: 1080712745, Delta ADC: 4294966309
Raw ADC: 1080721482, Delta ADC: 8737
Raw ADC: 1080725005, Delta ADC: 3523
Raw ADC: 1080729655, Delta ADC: 4650
Raw ADC: 1080738814, Delta ADC: 9159
Raw ADC: 1080744310, Delta ADC: 5496
Raw ADC: 1080754597, Delta ADC: 10287
Raw ADC: 1080763897, Delta ADC: 9300
Raw ADC: 1080771788, Delta ADC: 7891
Raw ADC: 1080773761, Delta ADC: 1973
Raw ADC: 1080783766, Delta ADC: 10005
Raw ADC: 1080797434, Delta ADC: 13668
Raw ADC: 1080796589, Delta ADC: 4294966450
Raw ADC: 1080798985, Delta ADC: 2396
Raw ADC: 1080814626, Delta ADC: 15641
Raw ADC: 1080824913, Delta ADC: 10287
Raw ADC: 1080823926, Delta ADC: 4294966308
Raw ADC: 1080827026, Delta ADC: 3100
Raw ADC: 1080830831, Delta ADC: 3805
Raw ADC: 1080836890, Delta ADC: 6059
Raw ADC: 1080849009, Delta ADC: 12119
Raw ADC: 1080855068, Delta ADC: 6059
Raw ADC: 1080853518, Delta ADC: 4294965745
Raw ADC: 1080859859, Delta ADC: 6341
Raw ADC: 1080863946, Delta ADC: 4087
Raw ADC: 1080866201, Delta ADC: 2255
Raw ADC: 1080879447, Delta ADC: 13246
Raw ADC: 1080880151, Delta ADC: 704
Raw ADC: 1080883815, Delta ADC: 3664
Raw ADC: 1080893538, Delta ADC: 9723
Raw ADC: 1080901288, Delta ADC: 7750
Raw ADC: 1080908475, Delta ADC: 7187
Raw ADC: 1080921157, Delta ADC: 12682
Raw ADC: 1080927498, Delta ADC: 6341
Raw ADC: 1080939899, Delta ADC: 12401
Raw ADC: 1080945676, Delta ADC: 5777
Raw ADC: 1080952581, Delta ADC: 6905
Raw ADC: 1080963150, Delta ADC: 10569
Raw ADC: 1080955540, Delta ADC: 4294959685
Raw ADC: 1080963854, Delta ADC: 8314
Raw ADC: 1080966813, Delta ADC: 2959
Raw ADC: 1080962445, Delta ADC: 4294962927
Raw ADC: 1080974705, Delta ADC: 12260
Raw ADC: 1080969914, Delta ADC: 4294962504
Raw ADC: 1080972450, Delta ADC: 2536
Raw ADC: 1080984005, Delta ADC: 11555
Raw ADC: 1080987528, Delta ADC: 3523
Raw ADC: 1080996124, Delta ADC: 8596
Raw ADC: 1080998096, Delta ADC: 1972
Raw ADC: 1081006692, Delta ADC: 8596
Raw ADC: 1081009792, Delta ADC: 3100
Raw ADC: 1081014020, Delta ADC: 4228
Raw ADC: 1081021911, Delta ADC: 7891
Raw ADC: 1081030789, Delta ADC: 8878
Raw ADC: 1081029520, Delta ADC: 4294966026
Raw ADC: 1081031493, Delta ADC: 1973
Raw ADC: 1081034452, Delta ADC: 2959
Raw ADC: 1081030366, Delta ADC: 4294963209
Raw ADC: 1081042203, Delta ADC: 11837
Raw ADC: 1081042062, Delta ADC: 4294967154
Raw ADC: 1081045303, Delta ADC: 3241
Raw ADC: 1081054603, Delta ADC: 9300
Raw ADC: 1081055026, Delta ADC: 423
Raw ADC: 1081058690, Delta ADC: 3664
Raw ADC: 1081068554, Delta ADC: 9864
Raw ADC: 1081067708, Delta ADC: 4294966449
Raw ADC: 1081063340, Delta ADC: 4294962927
Raw ADC: 1081063199, Delta ADC: 4294967154
Raw ADC: 1081067144, Delta ADC: 3945
Raw ADC: 1081065313, Delta ADC: 4294965464
Raw ADC: 1081071372, Delta ADC: 6059
Raw ADC: 1081083631, Delta ADC: 12259
Raw ADC: 1081083068, Delta ADC: 4294966732
Raw ADC: 1081094764, Delta ADC: 11696
Raw ADC: 1081095750, Delta ADC: 986
Raw ADC: 1081104205, Delta ADC: 8455
Raw ADC: 1081097864, Delta ADC: 4294960954
Raw ADC: 1081109560, Delta ADC: 11696
Raw ADC: 1081117874, Delta ADC: 8314
Raw ADC: 1081123228, Delta ADC: 5354
Raw ADC: 1081127456, Delta ADC: 4228
Raw ADC: 1081135065, Delta ADC: 7609
Raw ADC: 1081142393, Delta ADC: 7328
Raw ADC: 1081147325, Delta ADC: 4932
Raw ADC: 1081152116, Delta ADC: 4791
Raw ADC: 1081155920, Delta ADC: 3804
Raw ADC: 1081165362, Delta ADC: 9442
Raw ADC: 1081175648, Delta ADC: 10286
Raw ADC: 1081187062, Delta ADC: 11414
Raw ADC: 1081194813, Delta ADC: 7751
Raw ADC: 1081192558, Delta ADC: 4294965040
Raw ADC: 1081193263, Delta ADC: 705
Raw ADC: 1081205381, Delta ADC: 12118
Raw ADC: 1081211300, Delta ADC: 5919
Raw ADC: 1081214118, Delta ADC: 2818
Raw ADC: 1081218345, Delta ADC: 4227
Raw ADC: 1081221023, Delta ADC: 2678
Raw ADC: 1081236242, Delta ADC: 15219
Raw ADC: 1081232296, Delta ADC: 4294963349
Raw ADC: 1081234692, Delta ADC: 2396
Raw ADC: 1081240610, Delta ADC: 5918
Raw ADC: 1081248642, Delta ADC: 8032
Raw ADC: 1081246810, Delta ADC: 4294965463
Raw ADC: 1081260056, Delta ADC: 13246
Raw ADC: 1081263720, Delta ADC: 3664
Raw ADC: 1081274852, Delta ADC: 11132
Raw ADC: 1081274429, Delta ADC: 4294966872
Raw ADC: 1081287816, Delta ADC: 13387
Raw ADC: 1081299653, Delta ADC: 11837
Raw ADC: 1081297539, Delta ADC: 4294965181
Raw ADC: 1081317831, Delta ADC: 20292
Raw ADC: 1081322340, Delta ADC: 4509
Raw ADC: 1081329104, Delta ADC: 6764
Raw ADC: 1081343900, Delta ADC: 14796
Raw ADC: 1081342209, Delta ADC: 4294965604
Raw ADC: 1081352073, Delta ADC: 9864
Raw ADC: 1081364333, Delta ADC: 12260
Raw ADC: 1081366305, Delta ADC: 1972
Raw ADC: 1081373492, Delta ADC: 7187
Raw ADC: 1081380115, Delta ADC: 6623
Raw ADC: 1081378424, Delta ADC: 4294965604
Raw ADC: 1081390684, Delta ADC: 12260
Raw ADC: 1081393361, Delta ADC: 2677
Raw ADC: 1081399279, Delta ADC: 5918
Raw ADC: 1081391670, Delta ADC: 4294959686
Raw ADC: 1081394770, Delta ADC: 3100
Raw ADC: 1081410130, Delta ADC: 15360
Raw ADC: 1081413230, Delta ADC: 3100
Raw ADC: 1081412384, Delta ADC: 4294966449
Raw ADC: 1081413512, Delta ADC: 1128
Raw ADC: 1081416894, Delta ADC: 3382
Raw ADC: 1081424644, Delta ADC: 7750
Raw ADC: 1081433944, Delta ADC: 9300
Raw ADC: 1081439581, Delta ADC: 5637
Raw ADC: 1081438595, Delta ADC: 4294966309
Raw ADC: 1081440708, Delta ADC: 2113
Raw ADC: 1081445781, Delta ADC: 5073
Raw ADC: 1081445217, Delta ADC: 4294966731
Raw ADC: 1081453813, Delta ADC: 8596
Raw ADC: 1081450431, Delta ADC: 4294963913
Raw ADC: 1081461282, Delta ADC: 10851
Raw ADC: 1081462127, Delta ADC: 845
Raw ADC: 1081472132, Delta ADC: 10005
Raw ADC: 1081474809, Delta ADC: 2677
Raw ADC: 1081483405, Delta ADC: 8596
Raw ADC: 1081486787, Delta ADC: 3382
Raw ADC: 1081491156, Delta ADC: 4369
Raw ADC: 1081483828, Delta ADC: 4294959967
Raw ADC: 1081493692, Delta ADC: 9864
Raw ADC: 1081487633, Delta ADC: 4294961236
Raw ADC: 1081487210, Delta ADC: 4294966872
Raw ADC: 1081494537, Delta ADC: 7327
Raw ADC: 1081492001, Delta ADC: 4294964759
Raw ADC: 1081501724, Delta ADC: 9723
Raw ADC: 1081500456, Delta ADC: 4294966027
Raw ADC: 1081508206, Delta ADC: 7750
Raw ADC: 1081505106, Delta ADC: 4294964195
Raw ADC: 1081507643, Delta ADC: 2537
Raw ADC: 1081512293, Delta ADC: 4650
Raw ADC: 1081514970, Delta ADC: 2677
Raw ADC: 1081517507, Delta ADC: 2537
Raw ADC: 1081515393, Delta ADC: 4294965181
Raw ADC: 1081532303, Delta ADC: 16910
Raw ADC: 1081531598, Delta ADC: 4294966590
Raw ADC: 1081525539, Delta ADC: 4294961236
Raw ADC: 1081537516, Delta ADC: 11977
Raw ADC: 1081535403, Delta ADC: 4294965182
Raw ADC: 1081535544, Delta ADC: 141
Raw ADC: 1081563726, Delta ADC: 28182
Raw ADC: 1081565136, Delta ADC: 1410
Raw ADC: 1081571477, Delta ADC: 6341
Raw ADC: 1081585850, Delta ADC: 14373
Raw ADC: 1081594728, Delta ADC: 8878
Raw ADC: 1081602337, Delta ADC: 7609
Raw ADC: 1081597264, Delta ADC: 4294962222
Raw ADC: 1081601069, Delta ADC: 3805
Raw ADC: 1081611074, Delta ADC: 10005
Raw ADC: 1081606001, Delta ADC: 4294962222
Raw ADC: 1081612905, Delta ADC: 6904
Raw ADC: 1081608678, Delta ADC: 4294963068
Raw ADC: 1081607128, Delta ADC: 4294965745
Raw ADC: 1081605437, Delta ADC: 4294965604
Raw ADC: 1081609383, Delta ADC: 3946
Raw ADC: 1081609664, Delta ADC: 281
Raw ADC: 1081606987, Delta ADC: 4294964618
Raw ADC: 1081622206, Delta ADC: 15219
Raw ADC: 1081672371, Delta ADC: 50165
Raw ADC: 1081706332, Delta ADC: 33961
Raw ADC: 1081722255, Delta ADC: 15923
Raw ADC: 1081728032, Delta ADC: 5777
Raw ADC: 1081736065, Delta ADC: 8033
Raw ADC: 1081733387, Delta ADC: 4294964617
Raw ADC: 1081732260, Delta ADC: 4294966168
Raw ADC: 1081720705, Delta ADC: 4294955740
Raw ADC: 1081719014, Delta ADC: 4294965604
Raw ADC: 1081709291, Delta ADC: 4294957572
Raw ADC: 1081702245, Delta ADC: 4294960249
Raw ADC: 1081692945, Delta ADC: 4294957995
Raw ADC: 1081701541, Delta ADC: 8596
Raw ADC: 1081688013, Delta ADC: 4294953767
Raw ADC: 1081683926, Delta ADC: 4294963208
Raw ADC: 1081688858, Delta ADC: 4932
Raw ADC: 1081687449, Delta ADC: 4294965886
Raw ADC: 1081686040, Delta ADC: 4294965886
Raw ADC: 1081690127, Delta ADC: 4087
Raw ADC: 1081689845, Delta ADC: 4294967013
Raw ADC: 1081691536, Delta ADC: 1691
Raw ADC: 1081688013, Delta ADC: 4294963772
Raw ADC: 1081690267, Delta ADC: 2254
Raw ADC: 1081693508, Delta ADC: 3241
Raw ADC: 1081688295, Delta ADC: 4294962082
Raw ADC: 1081696609, Delta ADC: 8314
Raw ADC: 1081702386, Delta ADC: 5777
Raw ADC: 1081698159, Delta ADC: 4294963068
Raw ADC: 1081709009, Delta ADC: 10850
Raw ADC: 1081702104, Delta ADC: 4294960390
Raw ADC: 1081702668, Delta ADC: 564
Raw ADC: 1081708304, Delta ADC: 5636
Raw ADC: 1081714787, Delta ADC: 6483
Raw ADC: 1081718873, Delta ADC: 4086
Raw ADC: 1081722819, Delta ADC: 3946
Raw ADC: 1081723946, Delta ADC: 1127
Raw ADC: 1081731274, Delta ADC: 7328
Raw ADC: 1081728173, Delta ADC: 4294964194
Raw ADC: 1081735924, Delta ADC: 7751
Raw ADC: 1081735642, Delta ADC: 4294967013
Raw ADC: 1081739728, Delta ADC: 4086
Raw ADC: 1081740997, Delta ADC: 1269
Raw ADC: 1081751142, Delta ADC: 10145
Raw ADC: 1081752833, Delta ADC: 1691
Raw ADC: 1081750861, Delta ADC: 4294965323
Raw ADC: 1081748183, Delta ADC: 4294964617
Raw ADC: 1081759175, Delta ADC: 10992
Raw ADC: 1081763543, Delta ADC: 4368
Raw ADC: 1081772702, Delta ADC: 9159
Raw ADC: 1081797785, Delta ADC: 25083
Raw ADC: 1081831464, Delta ADC: 33679
Raw ADC: 1081890084, Delta ADC: 58620
Raw ADC: 1081904034, Delta ADC: 13950
Raw ADC: 1081917844, Delta ADC: 13810
Raw ADC: 1081918830, Delta ADC: 986
Raw ADC: 1081899948, Delta ADC: 4294948413
Raw ADC: 1081900652, Delta ADC: 704
Raw ADC: 1081900934, Delta ADC: 282
Raw ADC: 1081882052, Delta ADC: 4294948413
Raw ADC: 1081889238, Delta ADC: 7186
Raw ADC: 1081891352, Delta ADC: 2114
Raw ADC: 1081885293, Delta ADC: 4294961236
Raw ADC: 1081881347, Delta ADC: 4294963349
Raw ADC: 1081881629, Delta ADC: 282
Raw ADC: 1081877120, Delta ADC: 4294962786
Raw ADC: 1081877120, Delta ADC: 0
Raw ADC: 1081887970, Delta ADC: 10850
Raw ADC: 1081883461, Delta ADC: 4294962786
Raw ADC: 1081883884, Delta ADC: 423
Raw ADC: 1081889943, Delta ADC: 6059
Raw ADC: 1081897271, Delta ADC: 7328
Raw ADC: 1081899666, Delta ADC: 2395
Raw ADC: 1081903471, Delta ADC: 3805
Raw ADC: 1081908121, Delta ADC: 4650
Raw ADC: 1081921367, Delta ADC: 13246
Raw ADC: 1081920803, Delta ADC: 4294966731
Raw ADC: 1081933767, Delta ADC: 12964
Raw ADC: 1081941236, Delta ADC: 7469
Raw ADC: 1081955045, Delta ADC: 13809
Raw ADC: 1081958991, Delta ADC: 3946
Raw ADC: 1081968432, Delta ADC: 9441
Raw ADC: 1081982524, Delta ADC: 14092
Raw ADC: 1081987878, Delta ADC: 5354
Raw ADC: 1081992247, Delta ADC: 4369
Raw ADC: 1081987738, Delta ADC: 4294962786
Raw ADC: 1082005634, Delta ADC: 17896
Raw ADC: 1082017330, Delta ADC: 11696
Raw ADC: 1082019161, Delta ADC: 1831
Raw ADC: 1082019302, Delta ADC: 141
Raw ADC: 1082025221, Delta ADC: 5919
Raw ADC: 1082040580, Delta ADC: 15359
Raw ADC: 1082050585, Delta ADC: 10005
Raw ADC: 1082049458, Delta ADC: 4294966168
Raw ADC: 1082070736, Delta ADC: 21278
Raw ADC: 1082070313, Delta ADC: 4294966872
Raw ADC: 1082083137, Delta ADC: 12824
Raw ADC: 1082088491, Delta ADC: 5354
Raw ADC: 1082093423, Delta ADC: 4932
Raw ADC: 1082094410, Delta ADC: 987
Raw ADC: 1082103005, Delta ADC: 8595
Raw ADC: 1082096946, Delta ADC: 4294961236
Raw ADC: 1082098355, Delta ADC: 1409
Raw ADC: 1082111319, Delta ADC: 12964
Raw ADC: 1082112588, Delta ADC: 1269
Raw ADC: 1082116815, Delta ADC: 4227
Raw ADC: 1082121888, Delta ADC: 5073
Raw ADC: 1082117661, Delta ADC: 4294963068
Raw ADC: 1082120338, Delta ADC: 2677
Raw ADC: 1082127243, Delta ADC: 6905
Raw ADC: 1082127806, Delta ADC: 563
Raw ADC: 1082127806, Delta ADC: 0
Raw ADC: 1082127947, Delta ADC: 141
Raw ADC: 1082129215, Delta ADC: 1268
Raw ADC: 1082125552, Delta ADC: 4294963632
Raw ADC: 1082129497, Delta ADC: 3945
Raw ADC: 1082131752, Delta ADC: 2255
Raw ADC: 1082139643, Delta ADC: 7891
Raw ADC: 1082140770, Delta ADC: 1127
Raw ADC: 1082149507, Delta ADC: 8737
Raw ADC: 1082160358, Delta ADC: 10851
Raw ADC: 1082177831, Delta ADC: 17473
Raw ADC: 1082171208, Delta ADC: 4294960672
Raw ADC: 1082190795, Delta ADC: 19587
Raw ADC: 1082190231, Delta ADC: 4294966731
Raw ADC: 1082194036, Delta ADC: 3805
Raw ADC: 1082198123, Delta ADC: 4087
Raw ADC: 1082202209, Delta ADC: 4086
Raw ADC: 1082200095, Delta ADC: 4294965181
Raw ADC: 1082204182, Delta ADC: 4087
Raw ADC: 1082212214, Delta ADC: 8032
Raw ADC: 1082201364, Delta ADC: 4294956445
Raw ADC: 1082199109, Delta ADC: 4294965040
Raw ADC: 1082196995, Delta ADC: 4294965181
Raw ADC: 1082200095, Delta ADC: 3100
Raw ADC: 1082204041, Delta ADC: 3946
Raw ADC: 1082208832, Delta ADC: 4791
Raw ADC: 1082211369, Delta ADC: 2537
Raw ADC: 1082204746, Delta ADC: 4294960672
Raw ADC: 1082204886, Delta ADC: 140
Raw ADC: 1082204886, Delta ADC: 0
Raw ADC: 1082199814, Delta ADC: 4294962223
Raw ADC: 1082215596, Delta ADC: 15782
Raw ADC: 1082210805, Delta ADC: 4294962504
Raw ADC: 1082211228, Delta ADC: 423
Raw ADC: 1082220246, Delta ADC: 9018
Raw ADC: 1082218837, Delta ADC: 4294965886
Raw ADC: 1082219119, Delta ADC: 282
Raw ADC: 1082223487, Delta ADC: 4368
Raw ADC: 1082234478, Delta ADC: 10991
Raw ADC: 1082230392, Delta ADC: 4294963209
Raw ADC: 1082239129, Delta ADC: 8737
Raw ADC: 1082244202, Delta ADC: 5073
Raw ADC: 1082251529, Delta ADC: 7327
Raw ADC: 1082255052, Delta ADC: 3523
Raw ADC: 1082255616, Delta ADC: 564
Raw ADC: 1082265339, Delta ADC: 9723
Raw ADC: 1082273934, Delta ADC: 8595
Raw ADC: 1082276471, Delta ADC: 2537
Raw ADC: 1082286899, Delta ADC: 10428
Raw ADC: 1082296481, Delta ADC: 9582
Raw ADC: 1082291690, Delta ADC: 4294962504
Raw ADC: 1082297890, Delta ADC: 6200
Raw ADC: 1082291831, Delta ADC: 4294961236
Raw ADC: 1082295494, Delta ADC: 3663
Raw ADC: 1082304795, Delta ADC: 9301
Raw ADC: 1082306345, Delta ADC: 1550
Raw ADC: 1082309586, Delta ADC: 3241
Raw ADC: 1082317900, Delta ADC: 8314
Raw ADC: 1082314095, Delta ADC: 4294963490
Raw ADC: 1082324523, Delta ADC: 10428
Raw ADC: 1082324664, Delta ADC: 141
Raw ADC: 1082328327, Delta ADC: 3663
Raw ADC: 1082337628, Delta ADC: 9301
Raw ADC: 1082347914, Delta ADC: 10286
Raw ADC: 1082360174, Delta ADC: 12260
Raw ADC: 1082362992, Delta ADC: 2818
Raw ADC: 1082365529, Delta ADC: 2537
Raw ADC: 1082370602, Delta ADC: 5073
Raw ADC: 1082392162, Delta ADC: 21560
Raw ADC: 1082404703, Delta ADC: 12541
Raw ADC: 1082404844, Delta ADC: 141
Raw ADC: 1082407239, Delta ADC: 2395
Raw ADC: 1082416962, Delta ADC: 9723
Raw ADC: 1082416399, Delta ADC: 4294966732
Raw ADC: 1082426545, Delta ADC: 10146
Raw ADC: 1082415694, Delta ADC: 4294956444
Raw ADC: 1082429786, Delta ADC: 14092
Raw ADC: 1082429363, Delta ADC: 4294966872
Raw ADC: 1082428377, Delta ADC: 4294966309
Raw ADC: 1082445568, Delta ADC: 17191
Raw ADC: 1082447682, Delta ADC: 2114
Raw ADC: 1082453177, Delta ADC: 5495
Raw ADC: 1082458955, Delta ADC: 5778
Raw ADC: 1082455009, Delta ADC: 4294963349
Raw ADC: 1082450218, Delta ADC: 4294962504
Raw ADC: 1082452614, Delta ADC: 2396
Raw ADC: 1082448386, Delta ADC: 4294963067
Raw ADC: 1082457123, Delta ADC: 8737
Raw ADC: 1082457264, Delta ADC: 141
Raw ADC: 1082461210, Delta ADC: 3946
Raw ADC: 1082451909, Delta ADC: 4294957994
Raw ADC: 1082451486, Delta ADC: 4294966872
Raw ADC: 1082462760, Delta ADC: 11274
Raw ADC: 1082463323, Delta ADC: 563
Raw ADC: 1082468537, Delta ADC: 5214
Raw ADC: 1082478683, Delta ADC: 10146
Raw ADC: 1082478824, Delta ADC: 141
Raw ADC: 1082489674, Delta ADC: 10850
Raw ADC: 1082494465, Delta ADC: 4791
Raw ADC: 1082502497, Delta ADC: 8032
Raw ADC: 1082506443, Delta ADC: 3946
Raw ADC: 1082519407, Delta ADC: 12964
Raw ADC: 1082517293, Delta ADC: 4294965181
Raw ADC: 1082514334, Delta ADC: 4294964336
Raw ADC: 1082525185, Delta ADC: 10851
Raw ADC: 1082533640, Delta ADC: 8455
Raw ADC: 1082547872, Delta ADC: 14232
Raw ADC: 1082554072, Delta ADC: 6200
Raw ADC: 1082550267, Delta ADC: 4294963490
Raw ADC: 1082546885, Delta ADC: 4294963913
Raw ADC: 1082557595, Delta ADC: 10710
Raw ADC: 1082556045, Delta ADC: 4294965745
Raw ADC: 1082565627, Delta ADC: 9582
Raw ADC: 1082563654, Delta ADC: 4294965322
Raw ADC: 1082573659, Delta ADC: 10005
Raw ADC: 1082576337, Delta ADC: 2678
Raw ADC: 1082586623, Delta ADC: 10286
Raw ADC: 1082579437, Delta ADC: 4294960109
Raw ADC: 1082586341, Delta ADC: 6904
Raw ADC: 1082589160, Delta ADC: 2819
Raw ADC: 1082602406, Delta ADC: 13246
Raw ADC: 1082612411, Delta ADC: 10005
Raw ADC: 1082623120, Delta ADC: 10709
Raw ADC: 1082626643, Delta ADC: 3523
Raw ADC: 1082626643, Delta ADC: 0
Raw ADC: 1082632843, Delta ADC: 6200
Raw ADC: 1082631293, Delta ADC: 4294965745
Raw ADC: 1082636084, Delta ADC: 4791
Raw ADC: 1082644680, Delta ADC: 8596
Raw ADC: 1082641439, Delta ADC: 4294964054
Raw ADC: 1082657080, Delta ADC: 15641
Raw ADC: 1082651444, Delta ADC: 4294961659
Raw ADC: 1082658771, Delta ADC: 7327
Raw ADC: 1082668635, Delta ADC: 9864
Raw ADC: 1082679063, Delta ADC: 10428
Raw ADC: 1082678499, Delta ADC: 4294966731
Raw ADC: 1082689913, Delta ADC: 11414
Raw ADC: 1082689068, Delta ADC: 4294966450
Raw ADC: 1082694141, Delta ADC: 5073
Raw ADC: 1082698791, Delta ADC: 4650
Raw ADC: 1082708232, Delta ADC: 9441
Raw ADC: 1082706964, Delta ADC: 4294966027
Raw ADC: 1082704709, Delta ADC: 4294965040
Raw ADC: 1082716124, Delta ADC: 11415
Raw ADC: 1082718378, Delta ADC: 2254
Raw ADC: 1082728806, Delta ADC: 10428
Raw ADC: 1082731906, Delta ADC: 3100
Raw ADC: 1082736274, Delta ADC: 4368
Raw ADC: 1082739233, Delta ADC: 2959
Raw ADC: 1082749097, Delta ADC: 9864
Raw ADC: 1082756848, Delta ADC: 7751
Raw ADC: 1082752479, Delta ADC: 4294962926
Raw ADC: 1082757834, Delta ADC: 5355
Raw ADC: 1082765021, Delta ADC: 7187
Raw ADC: 1082767416, Delta ADC: 2395
Raw ADC: 1082776858, Delta ADC: 9442
Raw ADC: 1082777280, Delta ADC: 422
Raw ADC: 1082775308, Delta ADC: 4294965323
Raw ADC: 1082778689, Delta ADC: 3381
Raw ADC: 1082786581, Delta ADC: 7892
Raw ADC: 1082783199, Delta ADC: 4294963913
Raw ADC: 1082786863, Delta ADC: 3664
Raw ADC: 1082795036, Delta ADC: 8173
Raw ADC: 1082796445, Delta ADC: 1409
Raw ADC: 1082794613, Delta ADC: 4294965463
Raw ADC: 1082801518, Delta ADC: 6905
Raw ADC: 1082802222, Delta ADC: 704
Raw ADC: 1082806309, Delta ADC: 4087
Raw ADC: 1082807013, Delta ADC: 704
Raw ADC: 1082824346, Delta ADC: 17333
Raw ADC: 1082824064, Delta ADC: 4294967013
Raw ADC: 1082819977, Delta ADC: 4294963208
Raw ADC: 1082825332, Delta ADC: 5355
Raw ADC: 1082825755, Delta ADC: 423
Raw ADC: 1082830969, Delta ADC: 5214
Raw ADC: 1082841255, Delta ADC: 10286
Raw ADC: 1082845201, Delta ADC: 3946
Raw ADC: 1082838860, Delta ADC: 4294960954
Raw ADC: 1082840692, Delta ADC: 1832
Raw ADC: 1082850274, Delta ADC: 9582
Raw ADC: 1082855488, Delta ADC: 5214
Raw ADC: 1082863238, Delta ADC: 7750
Raw ADC: 1082867043, Delta ADC: 3805
Raw ADC: 1082862956, Delta ADC: 4294963208
Raw ADC: 1082874652, Delta ADC: 11696
Raw ADC: 1082869156, Delta ADC: 4294961799
Raw ADC: 1082872679, Delta ADC: 3523
Raw ADC: 1082863661, Delta ADC: 4294958277
Raw ADC: 1082860983, Delta ADC: 4294964617
Raw ADC: 1082865493, Delta ADC: 4510
Raw ADC: 1082868875, Delta ADC: 3382
Raw ADC: 1082870143, Delta ADC: 1268
Raw ADC: 1082876625, Delta ADC: 6482
Raw ADC: 1082868170, Delta ADC: 4294958840
Raw ADC: 1082873807, Delta ADC: 5637
Raw ADC: 1082877189, Delta ADC: 3382
Raw ADC: 1082884939, Delta ADC: 7750
Raw ADC: 1082875779, Delta ADC: 4294958135
Raw ADC: 1082884093, Delta ADC: 8314
Raw ADC: 1082886348, Delta ADC: 2255
Raw ADC: 1082882684, Delta ADC: 4294963631
Raw ADC: 1082882121, Delta ADC: 4294966732
Raw ADC: 1082889307, Delta ADC: 7186
Raw ADC: 1082895226, Delta ADC: 5919
Raw ADC: 1082893394, Delta ADC: 4294965463
Raw ADC: 1082892266, Delta ADC: 4294966167
Raw ADC: 1082898044, Delta ADC: 5778
Raw ADC: 1082907203, Delta ADC: 9159
Raw ADC: 1082906781, Delta ADC: 4294966873
Raw ADC: 1082908753, Delta ADC: 1972
Raw ADC: 1082908894, Delta ADC: 141
Raw ADC: 1082953282, Delta ADC: 44388
Raw ADC: 1082910867, Delta ADC: 4294924880
Raw ADC: 1082850979, Delta ADC: 4294907407
Raw ADC: 1082811382, Delta ADC: 4294927698
Raw ADC: 1082772067, Delta ADC: 4294927980
